brainrot,original_normal,training_normal,action,reason,source_file,source_dataset
he only does bicep curls at the gym that's giving gym bro npc,He works out but only does bicep curls.,He works out but only does bicep curls.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he only does nice things for clout ngl,He only does nice things when there's a camera around.,He only does nice things when there's a camera around.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he only drinks one brand of water beige flag behavior,He only drinks water from a specific brand.,He only drinks water from a specific brand.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he only listens to whatever's trending true npc music taste,He only listens to whatever songs are trending.,He only listens to whatever songs are trending.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he only went for the clout not because he wanted to go,He only went to the event to be seen.,He only went to the event to be seen.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he operates w honor & respect fr 🙏 stand up king got strong moral code 💯 dignified vibes,He is honorable.,He is honorable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he operates w honor always fr 🙏 stand up king keeps it respectable 💯 moral code strong,He is honorable.,He is honorable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
"he operates w honor fr 🙏 keeps his word king, respectable dude 💯 dignity check passed",He is honorable.,He is honorable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he operates w honor fr 🙏 stand up king does the right thing 💯 respectable code,He is honorable.,He is honorable.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he ordered the spiciest thing to flex and is now dying L behavior,He ordered the spiciest item on the menu to show off.,He ordered the spiciest item on the menu to show off.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he orders the most complicated coffee every time the barista is tired of him ngl,He orders the most complicated coffee drink every time.,He orders the most complicated coffee drink every time.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he organized his closet by outfit type his drip management is sigma level,He organized his entire closet by outfit type.,He organized his entire closet by outfit type.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he organized the event and slayed every detail,He organized the event and everything was perfect.,He organized the event and everything was perfect.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he owns his shi fr 🙏 responsible king takes accountability 💯 dependable character,He is responsible.,He is responsible.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he panicked on the date and said something weird fumbled badly 💀,He panicked and said something weird during the date.,He panicked and said something weird during the date.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he parallel parked first try plus 1000 aura driving skill cracked,He parallel parked perfectly on the first try.,He parallel parked perfectly on the first try.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he pays for a premium sub he never uses that's an L,He bought a premium subscription and never uses it.,He bought a premium subscription and never uses it.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he persistent af, never gives up on goals 💪 relentless king keeps tryin 💯 admire the drive",He is persistent in his efforts.,He is persistent in his efforts.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he plays guitar by ear his musical talent is genuinely cracked,He plays guitar perfectly by ear.,He plays guitar perfectly by ear.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he points out the funny absurd shi in life fr 😂 observational humor king gets it 🙏 relatable jokes,He tells funny observations about life.,He tells funny observations about life.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he points out the funny weird shi ppl do fr 😂 hilarious observer king gets human nature 🙏 relatable comedy,He tells hilarious observations.,He tells hilarious observations.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he posted a selfie and deleted it after 2 mins no confidence 💀,He posted a selfie and deleted it after two minutes.,He posted a selfie and deleted it after two minutes.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he posted a whole essay caption about personal growth ngl,He posted a really long caption about personal growth.,He posted a really long caption about personal growth.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he presented with his notes upside down and didn't notice big yikes,He presented with his notes upside down.,He presented with his notes upside down.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he pretended to not understand something easy to get her attention pick me move,He pretended to not understand something easy so she'd help him.,He pretended to not understand something easy so she'd help him.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he pretends he doesn't care but he highkey does ngl,He pretends he doesn't care but he really does.,He pretends he doesn't care but he really does.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he put headphones on and stared out the train window full main character moment,He put on his headphones and stared out the train window dramatically.,He put on his headphones and stared out the train window dramatically.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he put the team/cause first fr 🙏 makes sacrifices for the bigger picture, selfless king 💯💯",He makes sacrifices for the greater good.,He makes sacrifices for the greater good.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he puts hot sauce on everything unhinged but valid,He puts hot sauce on everything.,He puts hot sauce on everything.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he puts ketchup on everything and it's giving unhinged behavior,He puts ketchup on everything and I find it disturbing.,He puts ketchup on everything and I find it disturbing.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he rage quit mid ranked match crashed out over a game 💀,He rage-quit in the middle of a ranked match.,He rage-quit in the middle of a ranked match.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he ran into the rain to save someone's groceries based hero behavior,He ran into the rain to save someone's dropped groceries.,He ran into the rain to save someone's dropped groceries.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
"he real loyal to his homies frfr 💯 stays true, day one energy always 🙏 dependable",He stays true to his friends.,He stays true to his friends.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he really considers things deep fr ✨ king got that thoughtful energy 🙏 considerate mind,He's thoughtful.,He's thoughtful.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,ethan00alphayehah/brainrot-dataset
he refused to engage in office gossip based king behavior,He refused to participate in office gossip.,He refused to participate in office gossip.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
he remembered every detail from weeks ago the memory is scary cracked,He remembered every detail from a conversation weeks ago.,He remembered every detail from a conversation weeks ago.,keep,already_functional,data\processed\huggingface_parallel_dataset.csv,projolx/genz_brainrot_dataset
