input_text,target_text,task_type,source,quality_label,reason,raw_input,raw_target
That clanker keeps giving me the worst responses on god,"From what I can tell, that AI chatbot is so annoying. The execution was particularly impressive,It's not often you encounter something that stands out like that.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,That clanker keeps giving me the worst responses on god,"From what I can tell, that AI chatbot is so annoying. The execution was particularly impressive,It's not often you encounter something that stands out like that."
bro the atmosphere really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"Frankly speaking, the atmosphere at the park was wonderful. The execution was particularly impressive, and I think that speaks volumes.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro the atmosphere really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"Frankly speaking, the atmosphere at the park was wonderful. The execution was particularly impressive, and I think that speaks volumes."
i was NOT prepared for the chicken to hit that hard 😭 genuinely the best thing i've ever tasted on god,I couldn't help but notice that the fried chicken here is the best I've ever had — definitely something worth recognizing.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,i was NOT prepared for the chicken to hit that hard 😭 genuinely the best thing i've ever tasted on god,I couldn't help but notice that the fried chicken here is the best I've ever had — definitely something worth recognizing.
"Bet, you're so right about that on god","In all honesty, i agree with you. The overall quality was noticeably high, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"Bet, you're so right about that on god","In all honesty, i agree with you. The overall quality was noticeably high, which was honestly quite remarkable."
"My friend is not cooked anymore rn, someone check on them.",It should be acknowledged that my friend is really relieved right now. The level of effort was clearly substantial. The kind of thing that stays with you for a while.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"My friend is not cooked anymore rn, someone check on them.",It should be acknowledged that my friend is really relieved right now. The level of effort was clearly substantial. The kind of thing that stays with you for a while.
bro my professor really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"I was struck by the fact that my professor won the trivia game night. I could tell real thought went into it, which was honestly quite remarkable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,bro my professor really understood the assignment on a molecular level 😭 peak performance looks like this no cap,"I was struck by the fact that my professor won the trivia game night. I could tell real thought went into it, which was honestly quite remarkable."
nah my coach really went from zero to actually cracked 💀 skill development is built different no cap,"I have to say, my coach played basketball for fun. The level of effort was clearly substantial, and it was genuinely quite memorable.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,nah my coach really went from zero to actually cracked 💀 skill development is built different no cap,"I have to say, my coach played basketball for fun. The level of effort was clearly substantial, and it was genuinely quite memorable."
"That's pure slop, clanker output at its finest ngl",It genuinely struck me that that AI generated content is terrible quality. The effort seemed clearly insufficient. That level of quality is hard to come by.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"That's pure slop, clanker output at its finest ngl",It genuinely struck me that that AI generated content is terrible quality. The effort seemed clearly insufficient. That level of quality is hard to come by.
She got the ick and it was over just like that on god,I think it's fair to say that she lost interest in him suddenly. The level of effort was clearly substantial. It left quite an impression on me.,rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,She got the ick and it was over just like that on god,I think it's fair to say that she lost interest in him suddenly. The level of effort was clearly substantial. It left quite an impression on me.
"She went from basic fits to absolute drip, fashion glow-up.","I must admit, she used to dress plainly, but now her style is incredible — it left quite an impression on me.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"She went from basic fits to absolute drip, fashion glow-up.","I must admit, she used to dress plainly, but now her style is incredible — it left quite an impression on me."
"lowkey the sunset is radiating an aura that is simply not achievable by regular humans, absolutely snatched fr","I couldn't help but notice that the sunset looks incredible. Everything came together remarkably well,I certainly wasn't expecting that outcome.",rejected,hf_parallel:projolx/genz_brainrot_dataset,rejected,hallucinated_target,"lowkey the sunset is radiating an aura that is simply not achievable by regular humans, absolutely snatched fr","I couldn't help but notice that the sunset looks incredible. Everything came together remarkably well,I certainly wasn't expecting that outcome."
